"fld_sid","fld_fname","fld_email","fld_activationcode","fld_pswd","fld_phone","fld_mobile","fld_city","fld_level0","fld_category","fld_level1","fld_subcategory","fld_brandname","fld_brand","fld_bstype","fld_description","fld_estyear","fld_address","fld_pincode","fld_slogo","fld_swebsite","fld_b99status","fld_delstatus","fld_userstatus"
"176","Sri Ganesh Enterprises",,,,"452-2483069","9095044126 9094044125 9842185495","Madurai","Paint","4","Exterior","2","Asian Paints","13","DEALERS","
Establishing yardsticks of excellence Shree Ganesh Enterprises is standing amidst the most credible Manufacturers Suppliers and Distributors of the Electrical Wiring Products. Our range comprises Electrical Products Cable Jointing Kits Electric HRC Fuse High Tension Tape and Wire Crimper. Apart from this we also supply Control Cables ABC Cables Telecom Cables Flat Cables; also we are engaged in manufacturing of L.T|H.T Cable Jointing Kits up to 66 KV Aluminum Lugs Ferrules Anti Tracking Tube Right Angle Boots Composite Polymeric Insulators up to 36 kV. H.R.C Fuses and NON WOVEN Bags. Thanks to our business associations with the most credible Vendors and Manufacturers in the domain that help us to vouch on the flawless quality of the Electrical Wiring Products that we provide","1989","No 273 Opposite To Vasan Eye Care Hospital Gst Road Thirupparankundram Madurai - 625005","625005","SHREE-GANESH-ENTERPRISES.jpg",,"0","0","1"
"177","Israel Paints",,,,"452-2530804 4361221 6583777","9344100844 8220005859","Madurai","Paint","4","Exterior","2","Asian Paints","13","DEALERS","Our customers are also our neighbors and friends and trust us to share our expertise and provide them with superior products and outstanding service. Our service professionals are trained in our extensive line of products.  They are skilled home project experts who can help you every step of the way.",,"No 73 Near Goripalayam Market Pillayar Koil Street Goripalayam Madurai - 625002","625002","ISRAELS.jpg",,"0","0","1"
"178","R P Balakrishnan and Sons",,,,,"9842131179","Madurai","Paint","4","Exterior","2","Asian Paints","13","DEALERS","R P Balakrishnan and Sons Technologies is an Reputed Computer Software and Hardware Training Institution and also undertaking corporate training and providing software and Hardware solutions. ",,"No 13 A Near Tm Court Pandia Vellalar Street Madurai HO Madurai - 625001","625001","R.P.Balakrishnan-and-Sons.jpg",,"0","0","1"
"179","Asian Paints",,,,"452-2671594 2671445",,"Madurai","Paint","4","Exterior","2","Asian Paints","13","DEALERS","The companys products are tried and tested across industries and environments to deliver consistently superior performance. Asian Paints PPG offers choices that anticipate and answer virtually every requirement of customers in the market that it serves. In addition to protective powder floor and road marking coatings the company also offers customized coatings to several categories of non-auto OEM customers.",,"No 5 Avaniapuram Bypass Road Avaniapuram Madurai - 625012","625012","ASIAN-PAINTS-PPG.jpg",,"0","0","1"
"180","TALC Annamalai Nadar and Co",,,,"452-2626466","9842134356","Madurai","Paint","4","Exterior","2","Asian Paints","13","DEALERS","We aspire to connect customers with traders and establishments within each locality throughout Bangalore. This is achieved by providing customers with dependable and comprehensive local business information by the virtue of our site and providing them a wide spectrum of options available for all their online shopping needs.",,"No 21 North Masi Street Madurai City Madurai - 625001","625001","T.A.L.C.ANNAMALAI-NADAR-AND-CO.jpg",,"0","0","1"
"181","Badhusha Steels",,,,"452-2580196 4393296 3046664 4394449","9894666664 9843017707 9894950796","Madurai","Paint","4","Metal And Wood","4","Asian Paints","13","DEALERS","Were serving customers in Madurai and our key objectives have also been to continuously broaden the base of our operating portfolio and enhance our products thus opening new avenues to growth and profitability. We have also developed an appropriate blend of quality construction materials and cost effective solutions to every client?s requirements. More than winning sustaining is important.

We at Badhusha Steels believe in sustaining our position in providing affordable quality construction materials.","1975","No 9 Badhusha Towers Opposite Wakf Board College K K Nagar Main Road Madurai HO Madurai - 625001","625001","Badhusha-Steels1.jpg","Www.Badhushasteels.com","0","0","1"
"182","Rani Paints",,,,"452-2360001 2360002 2360003 2360004","9362360001","Madurai","Paint","4","Metal And Wood","4","Asian Paints","13","DEALERS","Product quality and customer service are the prime reasons for the companys success.We deal in various household paint brandsnamely Asian PaintsBerger PaintsNippon Paints and ICI Paints for the purposes of decoration.We supply latest designer paints with a vast variety at a very good price.","1985","No 225 New Jail Road Arasaradi Madurai - 625016","625016","RANI-PAINT.jpg","www.ranipaints.com","0","0","1"
"183","Mari Paint Shop",,,,,"9344785479","Madurai","Paint","4","Metal And Wood","4","Asian Paints","13","DEALERS","Were serving customers in Madurai and our key objectives have also been to continuously broaden the base of our operating portfolio and enhance our products thus opening new avenues to growth and profitability. We have also developed an appropriate blend of quality construction materials and cost effective solutions to every client?s requirements. More than winning sustaining is important.",,"2 Alawar Puram Madurai City Madurai - 625001","625001",,,"0","0","1"
"184","Geetha Hardware Merchants ",,,,"452-2626742",,"Madurai","Paint","4","Metal And Wood","4","Asian Paints","13","DEALERS","Entire housing materials under one roof most of the construction materials are available at reasonably cheapest cost.",,"No 211|1 Kamarajar Salai Madurai - 625009","625009","GEETA-ENTERPRISES.jpg",,"0","0","1"
"185","Geetha Paints",,,,"452-2340736","9344153695","Madurai","Paint","4","Metal And Wood","4","Asian Paints","13","DEALERS","We atSteels Geetha Paints believe in sustaining our position in providing affordable quality construction materials.",,"No 34 Near Iskon Temple Maninagama Main Road Madurai HO Madurai - 625001","625001",,,"0","0","1"
"186","Indian Steel Trading Corporation"," indiansathishi@gmail.com",,,"452-4374519 4376519 4370640","9843174519 9585501978","Madurai","Paint","4","Undercoat","5","Berger","19","DEALERS","Service is our competitive advantage and our service burls have always put us ahead of our competitors. The purred ?Poured Paint Applicators? are subjected to many quality test processes by industry experts to arrive at the highest quality of decorative wall paints. To provide customers with the best possible painting products we refer highly reputed yet cost efficient brands. Our rich and diverse clientele includes Contractors Architects Builders Households Traders (Retailers and Wholesale) and interior designers. At New VVBJP quality test is performed by those professionals who have expertise in this field.","1978","No 39|18 Near Iyyappan Temple West Masi Street Madurai HO Madurai - 625001","625001",,"www.istcmadurai.com","0","0","1"
"187","GSM Wall Solutions",,,,,"9962144833 9842918683","Madurai","Paint","4","Undercoat","5","Berger","19","DEALERS","Entire housing materials under one roof most of the construction materials are available at reasonably cheapest cost.","2013","No 145 Near Muthumariamman Temple Solaialagupuram 3rd Street Indra Nagar Jaihindpuram Madurai - 625011","625011","GSM.jpg",,"0","0","1"
"188","Goodlass Nerolac Paints Ltd.",,,,"452-2382055",,"Madurai","Paint","4","Undercoat","5","Nerolac","113","DEALERS","Service is our competitive advantage and our service burls have always put us ahead of our competitors. The purred ?Poured Paint Applicators? are subjected to many quality test processes by industry experts to arrive at the highest quality of decorative wall paints. To provide customers with the best possible painting products we refer highly reputed yet cost efficient brands. Our rich and diverse clientele includes Contractors Architects Builders Households Traders (Retailers and Wholesale) and interior designers. At New VVBJP quality test is performed by those professionals who have expertise in this field.",,"Bypass Road Madurai - 625010","625010",,,"0","0","1"
"189","GSM Wall Solutions",,,,,"9962144833 9842918683","Madurai","Paint","4","Undercoat","5","Sheenlac","155","DISTRIBUTOR","Entire housing materials under one roof most of the construction materials are available at reasonably cheapest cost.","2013","No 145 Near Muthumariamman Temple Solaialagupuram 3rd Street Indra Nagar Jaihindpuram Madurai - 625011","625011","GSM.jpg",,"0","0","1"
"190","NEW V.V.B. JOTHIPRAKASAM PAINTS PVT. LTD."," vvbjvenkatesh@gmail.com vvbjshankar74@gmail.com",,,"0452-4510333","9894709825 9894726901","Madurai","Paint","4","Undercoat","5","Nippon","114","DEALERS","Service is our competitive advantage and our service burls have always put us ahead of our competitors. The purred ?Poured Paint Applicators? are subjected to many quality test processes by industry experts to arrive at the highest quality of decorative wall paints. To provide customers with the best possible painting products we refer highly reputed yet cost efficient brands. Our rich and diverse clientele includes Contractors Architects Builders Households Traders (Retailers and Wholesale) and interior designers. At New VVBJP quality test is performed by those professionals who have expertise in this field.","1991","10 West Masi Street
Madurai Tamilnadu India - 625001","625001","NEW-V.V.B.jpg","www.newvvbjp.com","0","0","1"
"191","Janani Builders and Water Proofs Co",,,,"452-4347262","9344118355 9443833252","Madurai","Paint","4","Construction Chemicals","1","Dr Fixit","39","DEALERS","Janani Builders and Water Proofs Co. stands among one of the leading water proofing solution providers for almost over a decade in Tamilnadu using latest technology with best water proofing chemicals and also with professionally trained applicators.

Janani Builders and Water Proofs Co. are also an Authorized Applicators and Stockists for Leading Companies like Dr. Fixit MYK Laticrete Etc.","1996","No 16 Lena Complex 1st Floor Reserve Line Bus Stop Athikulam Main Road Madurai HO Madurai - 625001","625001","JANANI-BUILDERS.jpg","www.jananibuilders.com","0","0","1"
"192","Supreme Pipes India ",,,,"452-2340136 2340201","9965576667 9965576201","Madurai","pumps and motors","13","MOTORS","1","Cri","32","DEALERS","We update our self with day-today technology and we offer products which are relevant to the consumer?s needs..Since we are the dealer and distributor of the top ranked companies like C.R.I pumps  SUPREME pipes Finolex ; we can deliver the better-quality products to the end users. .we have an Hi-defined show room of 8000sqft locted at Temple city . We are certified by the companies and recognized by our respectful Clients and customers.We have a sufficient knowledge on plumping and water motor materials for large-scale projects.We have handful of high-esteemed clients.We have a knowledged ?source of trade and end-to-end service provider on the irrigation systems and submersible pump technology.","1996","Main Market Madurai West Masi Street Madurai Ho Madurai - 625001","625001","SUPREME.jpg","www.supremepipesindia.com","0","0","1"
"193","Modern Motors India",,,,"452-4230236 4380236","9524350013","Madurai","pumps and motors","13","MOTORS","1","Cri","32","DEALERS","We update our self with day-today technology and we offer products which are relevant to the consumer?s needs..Since we are the dealer and distributor of the top ranked companies like C.R.I pumps  SUPREME pipes Finolex ; we can deliver the better-quality products to the end users. .we have an Hi-defined show room of 8000sqft locted at Temple city . We are certified by the companies and recognized by our respectful Clients and customers.We have a sufficient knowledge on plumping and water motor materials for large-scale projects.We have handful of high-esteemed clients.We have a knowledged ?source of trade and end-to-end service provider on the irrigation systems and submersible pump technology.","2006","No 30 Near Ayappan Temple West Masi Street Madurai Ho Madurai - 625001","625001",,,"0","0","1"
"194","SRI KAMATCHI ENGINEERING","kthpl@rediffmail.com",,,"0452-4370965| 2330965","8870849468","Madurai","pumps and motors","13","MOTORS","1","Texmo Taro","170","DEALERS","Our Customer Service team is experienced and fully trained to talk you through any problems you may have or discuss your showering requirements with the minimum of fuss.

We are authorized sales and service dealer for Texmo and Aquatex Products from Aqua Group.",,"N0-12 T.P.K ROAD B.M.COMPLEX
OPP.TO PERIYAR COMPLEX BUS STAND
MADURAIPin:625 001","625 001",,,"0","0","1"
"195","Madurai Pipe ",,,,"452-2621523","9943910089","Madurai","pumps and motors","13","MOTORS","1","Texmo Taro","170","DEALERS","We are doing business for the last 3 decades since 1970. Madurai Pipe is proud of the quality of our after sales service.

Our Customer Service team is experienced and fully trained to talk you through any problems you may have or discuss your showering requirements with the minimum of fuss.

We are authorized sales and service dealer for Texmo and Aquatex Products from Aqua Group.","1980","No 76 Near Raj Mahal South Avani Moola Street Madurai Ho Madurai - 625001","625001","MADURAI-PIPE.jpg","www.maduraipipe.com","0","0","1"
"196","Annai Electricals Traders",,,,,"9843088550","Madurai","pumps and motors","13","MOTORS","1","Texmo Taro","170","DEALERS","Our Customer Service team is experienced and fully trained to talk you through any problems you may have or discuss your showering requirements with the minimum of fuss.

We are authorized sales and service dealer for Texmo and Aquatex Products from Aqua Group.","2008","no 1 ganapathy nagar alager kovil main roadkadachananendal K Pudhur Madurai - 625007","625007",,,"0","0","1"
"197","Madurai Pipe ",,,,"452-2621523","9943910089","Madurai","pumps and motors","13","PUMPS","2","Texmo Taro","170","DEALERS","Our Customer Service team is experienced and fully trained to talk you through any problems you may have or discuss your showering requirements with the minimum of fuss.We are authorized sales and service dealer for Texmo and Aquatex Products from Aqua Group.","1980","No 76 Near Raj Mahal South Avani Moola Street Madurai Ho Madurai - 625001","625001","MADURAI-PIPE.jpg","www.maduraipipe.com","0","0","1"
"198","Modern Motors India",,,,"(0452) 4230236","9524350013","Madurai","pumps and motors","13","PUMPS","2","V Guard","177","DEALERS","We are certified by the companies and recognized by our respectful Clients and customers.We have a sufficient knowledge on plumping and water motor materials for large-scale projects.We have handful of high-esteemed clients.We have a knowledged ?source of trade and end-to-end service provider on the irrigation systems and submersible pump technology.",,"no. 30
mela masi street
Madurai - 625001
Tamil Nadu India","625001",,,"0","0","1"
"199","Classic Pipes India",,,,"452-2348257","9443773812","Madurai","pumps and motors","13","PUMPS","2","V Guard","177","DEALERS","We are certified by the companies and recognized by our respectful Clients and customers.We have a sufficient knowledge on plumping and water motor materials for large-scale projects.We have handful of high-esteemed clients.We have a knowledged ?source of trade and end-to-end service provider on the irrigation systems and submersible pump technology.",,"Main Market Madurai West Masi Street Madurai Ho Madurai - 625001","625001",,,"0","0","1"
"200","Supreme Pipes India ",,,,"452-2340136 2340201","9965576667 9965576201","Madurai","pumps and motors","13","PUMPS","2","Cri","32","DEALERS","We update our self with day-today technology and we offer products which are relevant to the consumer?s needs..Since we are the dealer and distributor of the top ranked companies like C.R.I pumps  SUPREME pipes Finolex ; we can deliver the better-quality products to the end users. .we have an Hi-defined show room of 8000sqft locted at Temple city . We are certified by the companies and recognized by our respectful Clients and customers.We have a sufficient knowledge on plumping and water motor materials for large-scale projects.We have handful of high-esteemed clients.We have a knowledged ?source of trade and end-to-end service provider on the irrigation systems and submersible pump technology.","1996","Main Market Madurai West Masi Street Madurai Ho Madurai - 625001","625001","SUPREME.jpg","www.supremepipesindia.com","0","0","1"
"201","Sri Amman Electricals",,,,"452-2370692","9894603346","Madurai","pumps and motors","13","PUMPS","2","V Guard","177","DEALERS","We are certified by the companies and recognized by our respectful Clients and customers.We have a sufficient knowledge on plumping and water motor materials for large-scale projects.We have handful of high-esteemed clients.We have a knowledged ?source of trade and end-to-end service provider on the irrigation systems and submersible pump technology.",,"No 49 Palaganatham Main Road Pazhanganatham Madurai - 625003","625003",,,"0","0","1"
"202","Pridiw Poly Industries",,,,,"8373903140","Madurai","plumbing","11","UPVC PIPES","7","ASHIRVAD","10","DEALERS","Established in the year 2003 at Madurai (Tamil Nadu-India) we ?Pridiw Poly Industries? are specialized in manufacturing exporting and supplying a wide assortment of Unplasticized Polyvinyl Chloride (UPVC) Pipes. Our range consists of Vinflow PVC Pipes Electrical Pipes Plumbing Pipes Vinflex PVC Pipes and Vinplast PVC Pipes. These are available in varied dimensions and sizes that help in meeting the diverse requirements of the customers. In addition we also design tailor made solutions in accordance with the specifications detailed by the clients. Fabricated following rigid quality control measures our products meet the standards specified by ISO BIS and other quality institutes","2003","No. 55|1 55|2 Rajan Complex 3rd Floor Tamil Sangam RoadMadurai- 625 001 Tamil Nadu India ","625001","PRIDIW-POLY-INDUSTRIES.jpg","www.pridiwpolyindustries.com","0","0","1"
"203","MN Motors",,,,"452-2343769","9842107086 9842064786","Madurai","plumbing","11","UPVC PIPES","7","ASTRAL","14","Distributors","Our range consists of Vinflow PVC Pipes Electrical Pipes Plumbing Pipes Vinflex PVC Pipes and Vinplast PVC Pipes. These are available in varied dimensions and sizes that help in meeting the diverse requirements of the customers. In addition we also design tailor made solutions in accordance with the specifications detailed by the clients. ",,"No 10|25 via Thanappa Mudhali Street Near North Masi Street Vaduga Kaval Kooda Street Madurai City Madurai - 625001","625001","MN-MOTORS.jpg",,"0","0","1"
"204","Modern Motors ",,,,"452-4230236 4380236","9524350013","Madurai","plumbing","11","UPVC PIPES","7","ASTRAL","14","DEALERS","Our range consists of Vinflow PVC Pipes Electrical Pipes Plumbing Pipes Vinflex PVC Pipes and Vinplast PVC Pipes. These are available in varied dimensions and sizes that help in meeting the diverse requirements of the customers. In addition we also design tailor made solutions in accordance with the specifications detailed by the clients. ","2006","No 30 Near Ayappan Temple West Masi Street Madurai Ho Madurai - 625001","625001",,,"0","0","1"
"205","Universal Traders ",,,,"452-3190329","9962040803 9840199775","Madurai","plumbing","11","UPVC PIPES","7","Finolex","56","DEALERS","we can deliver the better-quality products to the end users. .we have an Hi-defined show room of 8000sqft locted at Temple city . We are certified by the companies and recognized by our respectful Clients and customers.","2012","Plot No 1 Koodal Nagar Karumaariamman Koil Street Aanaiyur Road Shanthi Nagar Madurai - 625018","625018",,,"0","0","1"
"206","Sri Somi Enterprises",,,,"452-4231346 2340565","9944998838 9944998824","Madurai","plumbing","11","UPVC PIPES","7","ASTRAL","14","DEALERS","In 1993 we opened our first showroom under the name SRI SOMI ENTERPRISES. This showroom was located in West Masi Street  Madurai.  Founded two decades ago with a single minded vision to be the best in providing the best products to our valuable customer for their complete solution about total plumbing waterline sewage sanitary ware and wellness products.","2002","No 29 West Masi Street Madurai Bazaar Madurai - 625001","625001","Sri-Somi-Enterprises.jpg","www.smartplumbingsolution.com","0","0","1"
"207","South India pipe Agency","southindiapipe@gmail.com",,,"452 2347181 2347185","9443347185 98941 05419 99440 97879 ","Madurai","plumbing","11","CPVC PIPES","1","ASHIRVAD","10","DEALERS","  As we are quality minded people we deal quality products like ?Ashirvad? Column Sub Pipes ?Ashirvad? CPVC Pipes ?Grundfos? Pressure Booster Pumps ?Ideal? Water Tanks ?Benelave? Bath Fitting from HSIL Havells Cables Havells Fans and Crabtree Switches Venus Water Heater and Cascade water Heater and many More. ",,"Main Market Madurai West Masi Street Madurai Ho Madurai - 625001 ","625001","SOUTH-INDIA-PIPE-AGENCY.jpg",,"0","0","1"
"208","Arasan Pipe Traders",,,,"452-4240982","9944033004 9751620482","Madurai","plumbing","11","CPVC PIPES","1","Finolex","56","Distributors","we can deliver the better-quality products to the end users. .we have an Hi-defined show room of 8000sqft locted at Temple city . We are certified by the companies and recognized by our respectful Clients and customers.","2009","No 256 Near Vadamalai Hospital South Marret Street Madurai HO Madurai - 625001 ","625001",,,"0","0","1"
"209","HIRAN PIPE HOUSE",,,,"452-2346132 2341593","9786676786 9597933114","Madurai","plumbing","11","CPVC PIPES","1","Finolex","56","DEALERS","we can deliver the better-quality products to the end users. .we have an Hi-defined show room of 8000sqft locted at Temple city . We are certified by the companies and recognized by our respectful Clients and customers.","1987","No 93West Masi Street Town Hall Road Corner Town Hall Road Madurai City Madurai - 625001 ","625001",,"www.hiranpipes.com","0","0","1"
"210","Mariappa Nadar Building Solutions ",,,,"452-2583833","9363333833 8903333888","Madurai","plumbing","11","CPVC PIPES","1","ASTRAL","14","Distributors","Our range consists of Vinflow PVC Pipes Electrical Pipes Plumbing Pipes Vinflex PVC Pipes and Vinplast PVC Pipes. These are available in varied dimensions and sizes that help in meeting the diverse requirements of the customers. In addition we also design tailor made solutions in accordance with the specifications detailed by the clients. ","2014","No 456|1 Opposite Vikram Hospital Sivagangai Road Ring Road Junction Karuppayurani Madurai - 625020","625020",,"www.building-solutions.in","0","0","1"
"211","Sri Ganesh Enterprises",,,,"452-2483069","9095044126 9094044125 9842185495","Madurai","plumbing","11","CPVC PIPES","1","Finolex","56","DEALERS","we can deliver the better-quality products to the end users. .we have an Hi-defined show room of 8000sqft locted at Temple city . We are certified by the companies and recognized by our respectful Clients and customers.","1989","No 273 Opposite To Vasan Eye Care Hospital Gst Road Thirupparankundram Madurai - 625005 ","625005",,,"0","0","1"
"212","Vishpro Top Colouroofings",,,,"452-2585866","9500447526 9443050745","Madurai","plumbing","11","PE PIPES","4","Finolex","56","DEALERS","we can deliver the better-quality products to the end users. .we have an Hi-defined show room of 8000sqft locted at Temple city . We are certified by the companies and recognized by our respectful Clients and customers.","2012","No 1|37 Opposite To Appolo Hospital Car Parking Sivagangai Main Road Melamadai Anna Nagar Madurai Madurai - 625020","625020",,,"0","0","1"
"213","Supreme Pipes India ",,,,"452-2340136 2340201","9965576667 9965576201","Madurai","plumbing","11","PPR","5","Prince","133","DEALERS","We update our self with day-today technology and we offer products which are relevant to the consumer?s needs..Since we are the dealer and distributor of the top ranked companies like C.R.I pumps  SUPREME pipes Finolex ; we can deliver the better-quality products to the end users. .we have an Hi-defined show room of 8000sqft locted at Temple city . We are certified by the companies and recognized by our respectful Clients and customers.We have a sufficient knowledge on plumping and water motor materials for large-scale projects.We have handful of high-esteemed clients.We have a knowledged ?source of trade and end-to-end service provider on the irrigation systems and submersible pump technology.","1996","Main Market Madurai West Masi Street Madurai Ho Madurai - 625001","625001",,"www.supremepipesindia.com","0","0","1"
"214","Sri Ganesh Enterprises",,,,"452-2483069","9095044126 9094044125 9842185495","Madurai","plumbing","11","HDPE","3","Supreme","162","DEALERS","
Establishing yardsticks of excellence Shree Ganesh Enterprises is standing amidst the most credible Manufacturers Suppliers and Distributors of the Electrical Wiring Products. Our range comprises Electrical Products Cable Jointing Kits Electric HRC Fuse High Tension Tape and Wire Crimper. Apart from this we also supply Control Cables ABC Cables Telecom Cables Flat Cables; also we are engaged in manufacturing of L.T|H.T Cable Jointing Kits up to 66 KV Aluminum Lugs Ferrules Anti Tracking Tube Right Angle Boots Composite Polymeric Insulators up to 36 kV. H.R.C Fuses and NON WOVEN Bags. Thanks to our business associations with the most credible Vendors and Manufacturers in the domain that help us to vouch on the flawless quality of the Electrical Wiring Products that we provide","1989","No 273 Opposite To Vasan Eye Care Hospital Gst Road Thirupparankundram Madurai - 625005","625005","SHREE-GANESH-ENTERPRISES.jpg",,"0","0","1"
"215","SSI and Co",,,,"452-2344111 2349602","9443060166 9443060052","Madurai","plumbing","11","HDPE","3","Supreme","162","DEALERS","we are engaged in manufacturing of L.T|H.T Cable Jointing Kits up to 66 KV Aluminum Lugs Ferrules Anti Tracking Tube Right Angle Boots Composite Polymeric Insulators up to 36 kV. H.R.C Fuses and NON WOVEN Bags. Thanks to our business associations with the most credible Vendors and Manufacturers in the domain that help us to vouch on the flawless quality of the Electrical Wiring Products that we provide","1990","Main Market Madurai West Masi Street Madurai Ho Madurai - 625001","625001",,,"0","0","1"
"216","VVB","nathan.bjj@gmail.com",,,"0452-2344499","9843180088","Madurai","Paints","4","Construction Chemicals","1","Dr.Fixit","73","Dealer",,,,,,,"1","0","1"
"217","VVB","nathan.bjj@gmail.com",,,"0452-2344499","9843180088","Madurai","Paints","4","Exterior","2","Shalimar","79","Dealer",,,,,,,"1","0","1"
"218","VVB","nathan.bjj@gmail.com",,,"0452-2344499","9843180088","Madurai","Paints","4","Interior","3","Shalimar","79","Dealer",,,,,,,"1","0","1"
"219","VVB","nathan.bjj@gmail.com",,,"0452-2344499","9843180088","Madurai","Paints","4","Interior","3","apollo","215","Dealer",,,,,,,"1","0","1"
"220","VVB","nathan.bjj@gmail.com",,,"0452-2344499","9843180088","Madurai","Paints","4","Exterior","2","apollo","215","Dealer",,,,,,,"1","0","1"
"221","VVB","nathan.bjj@gmail.com",,,"0452-2344499","9843180088","Madurai","Paints","4","Metal and Wood","4","apollo","215","Dealer",,,,,,,"1","0","1"
"222","VVB","nathan.bjj@gmail.com",,,"0452-2344499","9843180088","Madurai","Paints","4","Undercoat","5","apollo","215","Dealer",,,,,,,"1","0","1"
"223","VVB","nathan.bjj@gmail.com",,,"0452-2344499","9843180088","Madurai","Paints","4","Exterior","2","Nippon","78","Dealer",,,,,,,"1","0","1"
"224","VVB","nathan.bjj@gmail.com",,,"0452-2344499","9843180088","Madurai","Paints","4","Metal and Wood","4","Nippon","78","Dealer",,,,,,,"1","0","1"
"225","VVB","nathan.bjj@gmail.com",,,"0452-2344499","9843180088","Madurai","Paints","4","Undercoat","5","Nippon","78","Dealer",,,,,,,"1","0","1"
"226","VVB","nathan.bjj@gmail.com",,,"0452-2344499","9843180088","Madurai","Paints","4","Interior","3","Nippon","78","Dealer",,,,,,,"1","0","1"
"227","VVB","nathan.bjj@gmail.com",,,"0452-2344499","9843180088","Madurai","Paints","4","Exterior","2","Asian paints","74","Dealer",,,,,,,"1","0","1"
"228","VVB","nathan.bjj@gmail.com",,,"0452-2344499","9843180088","Madurai","Paints","4","Metal and Wood","4","Asian paints","74","Dealer",,,,,,,"1","0","1"
"229","VVB","nathan.bjj@gmail.com",,,"0452-2344499","9843180088","Madurai","Paints","4","Undercoat","5","Asian paints","74","Dealer",,,,,,,"1","0","1"
"230","VVB","nathan.bjj@gmail.com",,"nathan","0452-2344499","9843180088","Madurai","Paints","4","Interior","3","Asian paints","74","Dealer",,,,,,,"1","0","1"
"231","VVB","nathan.bjj@gmail.com",,,"0452-2344499","9843180088","Madurai","Hardware","7","Locks","5","Godrej","6","Dealer",,,,,,,"1","0","1"
"232","Mandeep Marbles and Granites",,,,,,"Madurai","Flooring","1","Natural Stones","5",,,"DEALER",,,,,,,"1","0","1"
"233","Mandeep Marbles and Granites",,,,,,"Madurai","Flooring","1","Floor Tiles","2","ISCON","216","DEALER",,,,,,,"1","0","1"
"234","Mandeep Marbles and Granites",,,,,,"Madurai","Flooring","1","Floor Tiles","2","Metro","217","DEALER",,,,,,,"1","0","1"
"235","Mandeep Marbles and Granites",,,,,,"Madurai","Flooring","1","Floor Tiles","2","SAGWAY","218","DEALER",,,,,,,"1","0","1"
"236","Mandeep Marbles and Granites",,,,,,"Madurai","Flooring","1","Floor Tiles","2","Metro","217","DEALER",,,,,,,"1","0","1"
"237","Mandeep Marbles and Granites",,,,,,"Madurai","Flooring","1","Floor Tiles","2","SAGWAY","218","DEALER",,,,,,,"1","0","1"
"238","Kumar Ceramics",,,,,,"Madurai","Flooring","1","Floor Tiles","2","Somany","44","DEALER",,,,,,,"0","0","1"
"239","Kumar Ceramics",,,,,,"Madurai","Sanitary ware","6","Bathroom","1","Somany","44","DEALER",,,,,,,"0","0","1"
"240","Kumar Ceramics",,,,,,"Madurai","Sanitary ware","6","Kithchen","2","Somany","44","DEALER",,,,,,,"0","0","1"
"241","Parvathy Tiles & Sanitarywares",,,,,,"Madurai","Sanitary ware","6","Bathroom","1","PARRYWARE","122","DEALER",,,,,,,"0","0","1"
"242","Parvathy Tiles & Sanitarywares",,,,,,"Madurai","Sanitary ware","6","Kithchen","2","PARRYWARE","122","DEALER",,,,,,,"0","0","1"
"243","Renuka TRADING",,,,,,"Madurai","Flooring","1","Floor Tiles","2","JOHNSON","182","DEALER",,,,,,,"0","0","1"
"244","Suriyan Marketing",,,,,,"Madurai","Sanitary ware","6","Kithchen","2","FRANKE
",,"DEALER",,,,,,,"0","0","1"
"245","Manish MARBLES",,,,,,"Madurai","Flooring","1","Natural Stones","5",,,"DEALER",,,,,,,"0","0","1"
"246","Ibrahim Electricals",,,,,,"Madurai","Pumps and Motors","13","Pumps","2","Texmo","220","DEALER",,,,,,,"0","0","1"
"247","Ambika Timbers",,,,,,"Madurai","Doors and Windows","9","Doors","1",,,"DEALER",,,,,,,"0","0","1"
"248","Fakrudeen",,,,,,"Madurai","Security and Automation","10","Cameras","1",,,"DEALER",,,,,,,"0","0","1"
"249","MP steels",,,,,,"Madurai","CIVIL","5","Steels","2","Sail","13","DEALER",,,,,,,"0","0","1"
"250","MP steels",,,,,,"Madurai","CIVIL","5","Steels","2","Vizag","11","DEALER",,,,,,,"0","0","1"
"251","Bandari/MRSP",,,,,,"Madurai","Glass and Plywood","2","Glass","1","Saint gobain","52","DEALER",,,,,,,"0","0","1"
"252","Bandari/MRSP",,,,,,"Madurai","Glass and Plywood","5","Plywood","2","Century ply","53","DEALER",,,,,,,"0","0","1"
"253","AMR",,,,,,"Madurai","Paints","4","Interior","3","Asian Paints","74","DEALER",,,,,,,"0","0","1"
"254","AMR",,,,,,"Madurai","Paints","4","Exterior","2","Asian Paints","74","DEALER",,,,,,,"0","0","1"
"255","AMR",,,,,,"Madurai","Paints","4","Metal and Wood","4","Asian Paints","74","DEALER",,,,,,,"0","0","1"
"256","AMR",,,,,,"Madurai","Civil","5","Cement","1","Dalmia","20","DEALER",,,,,,,"0","0","1"
"257","Supreme",,,,,,"Madurai","Plumbing","11","UPVC","7","Supreme","84","DEALER",,,,,,,"0","0","1"
"258","Daspan",,,,,,"Madurai","Electricals","12","Wires and Cables","4","Daspan","221","DEALER",,,,,,,"0","0","1"
"259","Daspan",,,,,,"Madurai","Electricals","12","Switch Gear","2","Daspan","221","Dealers",,,,,,,"0","0","1"
"260","Daspan",,,,,,"Madurai","Electricals","12","Circuit Protection","1","Daspan","221","Dealers",,,,,,,"0","0","1"
